0,1,2,3,4,5,6,7
EnunQu00,Quincy Enunwa,NYJ,26,WR,11,10,2018
GollKe00,Kenny Golladay,DET,25,WR,15,13,2018
GranJa00,Jakeem Grant,MIA,26,WR,10,2,2018
GreeRa02,Raven Greene,GNB,23,DB,8,0,2018
HeatJe00,Jeff Heath,DAL,27,SS,16,16,2018
HekkJo00,Johnny Hekker,LAR,28,P,16,0,2018
HennCh01,Chad Henne,KAN,33,QB,1,0,2018
HeywDa00,Darrius Heyward-Bey,PIT,31,WR,14,2,2018
2018,,,,,,,
HickAk00,Akiem Hicks,CHI,29,LDE,16,16,2018
HopkDe00,DeAndre Hopkins,HOU,26,WR,16,16,2018
HursHa00,Hayden Hurst,BAL,25,TE,12,0,2018
IngrMe00,Melvin Ingram,LAC,29,RDE,16,16,2018
JennDa00,Darius Jennings,TEN,26,WR,16,0,2018
JohnMa07,Marcus Johnson,IND,24,WR,5,0,2018
JoneJJ00,JJ Jones,2TM,26,WR,4,0,2018
JoneZa00,Zay Jones,BUF,23,WR,16,15,2018
KellCh00,Chad Kelly,DEN,24,QB,1,0,2018
KittGe00,George Kittle,SFO,25,TE,16,16,2018
LaulKy00,Kyle Lauletta,NYG,23,QB,2,0,2018
MileRo00,Rontez Miles,NYJ,30,DB,8,1,2018
MoorDa03,David Moore,SEA,23,WR,16,7,2018
NelsJo00,Jordy Nelson,OAK,33,WR,15,14,2018
NixxRo01,Roosevelt Nix,PIT,26,RB,16,0,2018
PaulNi00,Niles Paul,JAX,29,WR,6,1,2018
PettDa00,Dante Pettis,SFO,23,WR,12,7,2018
PoweBr00,Brandon Powell,DET,23,WR,6,1,2018
ProsC.00,C.J. Prosise,SEA,24,RB,5,0,2018
PryoTe00,Terrelle Pryor,2TM,29,,8,1,2018
QuinTr00,Trey Quinn,WAS,23,WR,3,2,2018
RobiAl02,Allen Robinson,CHI,25,WR,13,12,2018
RogeCh02,Chester Rogers,IND,24,WR,16,10,2018
RogeEl00,Eli Rogers,PIT,26,WR,3,3,2018
SancMa00,Mark Sanchez,WAS,32,QB,2,1,2018
SchaMa00,Matt Schaub,ATL,37,QB,3,0,2018
SharTa00,Tajae Sharpe,TEN,24,WR,16,13,2018
SherAn00,Anthony Sherman,KAN,30,RB,16,1,2018
SmitKe03,Keith Smith,OAK,26,FB,16,3,2018
SmitJu00,JuJu Smith-Schuster,PIT,22,WR,16,13,2018
2018,,,,,,,
SneaWi00,Willie Snead,BAL,26,WR,16,10,2018
St.BEq00,Equanimeous St. Brown,GNB,22,WR,12,7,2018
StocLu00,Luke Stocker,TEN,30,TE,16,11,2018
StreRo00,Rod Streater,CLE,30,WR,3,0,2018
SuttCo00,Courtland Sutton,DEN,23,WR,16,9,2018
ThomDe05,De'Anthony Thomas,KAN,25,RB,5,0,2018
TownJo01,Johnny Townsend,OAK,23,P,16,0,2018
TurnDe01,De'Lance Turner,BAL,23,RB,4,0,2018
WallDa01,Darren Waller,OAK,26,WR,4,0,2018
WeedBr00,Brandon Weeden,HOU,35,QB,1,0,2018
WillCh05,Chad Williams,ARI,24,WR,10,7,2018
WilsTa00,Tavon Wilson,DET,28,DB,15,3,2018
2018,,,,,,,
